loading_id,depot,product,customer,truck_id,volume_loaded_litres,meter_start,meter_end,loading_ts
LD002227,Eldoret,PMS,Pioneer Fuels Kenya,TRK-804,33100,4371800.0,4404905.7,06/07/2026 10:48
LD002228,Eld,IK,Highland Energy Co,TRK-158,20100,1140698.5,1160798.8,2026-07-06 08:28
LD002229,Eld,AGO,Summit Downstream Ltd,TRK-913,34600,4101327.7,4135935.7,06/07/2026 16:20
LD002230,Eld,AGO,Lakeview Energy,TRK-251,35300,4088358.1,4123656.5,06/07/2026 13:10
LD002231,ELDORET,PMS,Lakeview Energy,TRK-944,33500,4042426.3,4075928.0,2026-07-06 21:58
LD002232,Eldoret,PMS,Amani Petroleum,TRK-126,23100,4570445.3,4593543.6,2026-07-06 20:02
LD002233,ELDORET,PMS,Nyanza Petroleum Co,TRK-751,27300,3707907.0,3735202.4,2026-07-06 13:56
LD002234,Nku,PMS,Amani Petroleum,TRK-486,29700,2618823.5,2648523.5,2026-07-06 21:17
LD002235,NAKURU,PMS,Aberdare Oil Traders,TRK-429,23600,2028384.4,2051973.1,2026-07-06 09:51
LD002236,Nku,PMS,Pioneer Fuels Kenya,TRK-142,34600,2473181.9,2507780.1,2026-07-06 10:50
LD002237,Nku,AGO,Equator Fuels,TRK-716,26000,2534138.0,2560140.3,06/07/2026 06:26
LD002238,Nku,AGO,Crescent Oil Ltd,TRK-976,29800,2336572.1,2366377.1,2026-07-06 05:49
LD002239,NAKURU,PMS,Savannah Petroleum,TRK-986,33100,1153455.4,1186555.6,06/07/2026 06:17
LD002240,Nakuru,AGO,Highland Energy Co,TRK-856,26400,2988669.1,3015074.6,06/07/2026 08:56
LD002241,NAKURU,AGO,Tsavo Energy Group,TRK-585,30700,1051061.7,1081760.9,2026-07-06 13:54
LD002242,NAKURU,AGO,Equator Fuels,TRK-165,25500,1552982.3,1578487.6,06/07/2026 17:45
LD002243,Nku,PMS,Summit Downstream Ltd,TRK-402,27000,2985291.1,3012299.5,2026-07-06 07:09
LD002244,NAKURU,AGO,Coastline Energy Ltd,TRK-348,26700,4845670.3,4872365.8,2026-07-06 14:26
LD002245,NAKURU,PMS,Equator Fuels,TRK-896,29600,4229911.7,4259510.5,2026-07-06 21:27
LD002246,KISII,AGO,Summit Downstream Ltd,TRK-746,29100,4444454.1,4473549.6,2026-07-06 06:52
LD002247,Kisii,PMS,Coastline Energy Ltd,TRK-143,21300,1290299.2,1311597.2,06/07/2026 16:48
LD002248,Kisii,AGO,Highland Energy Co,TRK-400,30700,3171512.5,3202214.9,2026-07-06 16:21
LD002249,KISII,AGO,Coastline Energy Ltd,TRK-386,33300,1500355.6,1533656.4,2026-07-06 20:24
LD002250, Kisii ,AGO,Nyanza Petroleum Co,TRK-612,35100,2659991.0,2695085.7,2026-07-06 08:23
LD002251, Kisii ,AGO,Baraka Downstream,TRK-951,25200,3426757.3,3451958.6,2026-07-06 13:21
LD002252,KISII,AGO,Coastline Energy Ltd,TRK-158,33100,2140977.4,2174072.9,2026-07-06 15:02
LD002253,KISII,PMS,Zenith Petroleum,TRK-638,23800,4147903.2,4171702.4,06/07/2026 11:13
LD002254,Kisii,AGO,Nyanza Petroleum Co,TRK-925,28100,3241394.7,3269492.0,2026-07-06 08:25
LD002255,Kisii,PMS,Kilele Fuels,TRK-906,31700,2419382.9,2451089.7,2026-07-06 19:33
LD002256,Kisii,AGO,Pioneer Fuels Kenya,TRK-795,28800,3561933.2,3590742.2,06/07/2026 11:15
LD002257,KISII,PMS,Mara Fuels,TRK-140,24200,1338595.0,1362793.5,2026-07-06 17:41
LD002258,mombasa,AGO,Crescent Oil Ltd,TRK-608,33400,3805173.4,3838571.4,07/07/2026 07:58
LD002259,Mombasa,PMS,Uhuru Energy Partners,TRK-837,32600,2403902.5,2436494.2,2026-07-07 21:54
LD002260,Mombasa,IK,Rift Valley Fuels Ltd,TRK-130,23100,1244866.6,1267959.1,07/07/2026 11:52
LD002261,Mombasa,AGO,Baraka Downstream,TRK-636,29500,4956866.7,4986363.1,2026-07-07 08:35
LD002262,Mombasa,AGO,Delta Oil Marketers,TRK-390,33300,3815746.7,3849050.7,07/07/2026 15:30
LD002263,MOMBASA,IK,Zenith Petroleum,TRK-454,35100,2635708.9,2670806.7,2026-07-07 11:25
LD002264,Nairobi Depot,PMS,Horizon Oil Marketers,TRK-754,27200,1754529.0,1781739.3,2026-07-07 07:51
LD002265,Nairobi,AGO,Summit Downstream Ltd,TRK-451,28100,3114336.8,3142439.8,2026-07-07 12:14
LD002266,NAIROBI,AGO,Tsavo Energy Group,TRK-261,30600,1453548.4,1484152.4,2026-07-07 18:12
LD002267,Nairobi,PMS,Mara Fuels,TRK-178,31500,3001220.6,3032720.1,07/07/2026 19:17
LD002268,Nairobi,IK,Amani Petroleum,TRK-865,28700,1592403.2,1621101.3,07/07/2026 14:08
LD002269,nrb,AGO,Delta Oil Marketers,TRK-538,31900,1033418.8,1065320.3,2026-07-07 15:15
LD002270,Nairobi,AGO,Baraka Downstream,TRK-966,31400,4666572.4,4697966.4,2026-07-07 08:07
LD002271,Nairobi,IK,Equator Fuels,TRK-507,31300,3687117.1,3718417.6,2026-07-07 06:33
LD002272,Nairobi,PMS,Mara Fuels,TRK-317,30800,2669793.1,2700587.9,2026-07-07 19:04
LD002273,nrb,AGO,Mara Fuels,TRK-937,31700,3087449.2,3119151.7,2026-07-07 13:57
LD002274,Ksm,PMS,Delta Oil Marketers,TRK-674,36000,4547768.4,4583772.2,2026-07-07 08:31
LD002275,Kisumu,AGO,Aberdare Oil Traders,TRK-141,33000,2497224.0,2530227.8,2026-07-07 21:53
LD002276,Kisumu,PMS,Amani Petroleum,TRK-898,24900,1704158.7,1729054.3,07/07/2026 22:00
LD002277,Kisumu,PMS,Highland Energy Co,TRK-641,32600,2250174.6,2282776.8,07/07/2026 20:55
LD002278,Kisumu,PMS,Zenith Petroleum,TRK-227,34100,4222987.6,4257090.4,2026-07-07 12:41
LD002279,Ksm,AGO,Rift Valley Fuels Ltd,TRK-148,29600,2183290.9,2212888.1,07/07/2026 19:44
LD002280,Kisumu,IK,Coastline Energy Ltd,TRK-286,30200,1202387.4,1232587.2,07/07/2026 07:51
LD002281,Eld,IK,Crescent Oil Ltd,TRK-738,35500,2752134.6,2787635.6,07/07/2026 10:25
LD002282,Eld,AGO,Coastline Energy Ltd,TRK-757,22500,3762491.0,3784996.5,07/07/2026 17:55
LD002283,Eld,PMS,Baraka Downstream,TRK-474,28200,3602426.1,3630625.4,07/07/2026 21:18
LD002284,Eldoret,AGO,Mara Fuels,TRK-401,34400,4002676.1,4037080.9,07/07/2026 12:09
LD002285,Eldoret,AGO,Equator Fuels,TRK-959,27800,3412888.5,3440686.9,07/07/2026 11:11
LD002286,ELDORET,AGO,Pioneer Fuels Kenya,TRK-156,25200,3493257.7,3518458.3,2026-07-07 18:25
LD002287,ELDORET,IK,Summit Downstream Ltd,TRK-568,20900,1095536.8,1116427.0,2026-07-07 20:09
LD002288,Eldoret,AGO,Equator Fuels,TRK-841,27000,2050773.2,2077770.3,2026-07-07 10:47
LD002289,Eldoret,PMS,Nyanza Petroleum Co,TRK-632,22600,3756573.4,3779166.3,2026-07-07 16:41
LD002290,Eld,AGO,Rift Valley Fuels Ltd,TRK-517,25100,3367231.6,3392331.9,2026-07-07 14:52
LD002291,Nakuru,IK,Rift Valley Fuels Ltd,TRK-969,20300,4561878.3,4582184.8,07/07/2026 18:21
LD002292,Nakuru,AGO,Baraka Downstream,TRK-372,32900,1759410.6,1792312.1,07/07/2026 16:34
LD002293,Nakuru,AGO,Lakeview Energy,TRK-321,21800,3885149.1,3906950.1,07/07/2026 16:26
LD002294,Nku,AGO,Baraka Downstream,TRK-926,31600,4367301.5,4398900.5,07/07/2026 08:43
LD002295,Nku,AGO,Equator Fuels,TRK-508,24800,2266392.2,2291191.8,2026-07-07 08:16
LD002296,Nakuru,PMS,Amani Petroleum,TRK-141,31600,4343132.3,4374732.5,2026-07-07 14:54
LD002297,NAKURU,AGO,Rift Valley Fuels Ltd,TRK-626,26600,4059515.3,4086112.7,07/07/2026 12:00
LD002298,NAKURU,IK,Savannah Petroleum,TRK-881,35600,4945312.7,4980907.9,2026-07-07 17:04
LD002299,Nakuru,PMS,Crescent Oil Ltd,TRK-943,28200,4737079.2,4765269.9,2026-07-07 11:52
LD002300,Nakuru,IK,Savannah Petroleum,TRK-385,24300,4718022.8,4742323.8,07/07/2026 17:33
LD002301,Nakuru,AGO,Mara Fuels,TRK-517,22800,3318529.8,3341338.0,2026-07-07 07:54
LD002302,Nku,AGO,Uhuru Energy Partners,TRK-151,28000,2089142.6,2117144.5,07/07/2026 19:41
LD002303,NAKURU,PMS,Rift Valley Fuels Ltd,TRK-551,22700,3483275.2,3505977.9,07/07/2026 13:17
LD002304,KISII,PMS,Kilele Fuels,TRK-843,22300,4529880.8,4552189.2,07/07/2026 06:45
LD002305, Kisii ,AGO,Rift Valley Fuels Ltd,TRK-194,29300,1507375.7,1536681.7,07/07/2026 09:22
LD002306, Kisii ,AGO,Summit Downstream Ltd,TRK-264,34400,2058598.0,2092997.3,2026-07-07 20:59
LD002307, Kisii ,AGO,Summit Downstream Ltd,TRK-790,31400,1399941.0,1431341.3,07/07/2026 13:01
LD002308,Kisii,PMS,Equator Fuels,TRK-191,31100,4183146.9,4214244.4,07/07/2026 11:12
LD002309,Kisii,PMS,Zenith Petroleum,TRK-510,25400,1026101.6,1051499.8,07/07/2026 10:12
LD002310, Kisii ,AGO,Rift Valley Fuels Ltd,TRK-268,21500,2306756.1,2328256.0,2026-07-07 07:29
LD002311,KISII,PMS,Summit Downstream Ltd,TRK-868,27000,2117877.8,2144874.7,2026-07-07 10:00
LD002312,KISII,AGO,Kilele Fuels,TRK-687,22300,3781033.6,3803334.2,07/07/2026 15:08
LD002313,KISII,PMS,Lakeview Energy,TRK-658,22300,3559100.8,3581400.2,07/07/2026 11:28
LD002314,Kisii,PMS,Tsavo Energy Group,TRK-430,22800,1438545.1,1461342.1,2026-07-07 06:46
LD002315,KISII,AGO,Savannah Petroleum,TRK-196,29100,4713343.1,4742442.5,07/07/2026 14:32
LD002316,Kisii,PMS,Kilele Fuels,TRK-356,31300,2850751.3,2882048.2,07/07/2026 06:15
LD002317,KISII,AGO,Baraka Downstream,TRK-858,32900,1718581.3,1751480.7,2026-07-07 08:59
LD002318,Msa,IK,Tsavo Energy Group,TRK-999,21400,3535399.3,3556801.6,2026-07-08 07:00
LD002319,MOMBASA,PMS,Amani Petroleum,TRK-529,34600,1834607.7,1869204.8,08/07/2026 11:16
LD002320,Msa,AGO,Crescent Oil Ltd,TRK-876,29700,1655726.9,1685428.1,2026-07-08 20:50
LD002321,mombasa,AGO,Horizon Oil Marketers,TRK-281,31800,2204925.2,2236736.9,08/07/2026 22:15
LD002322,Msa,PMS,Kilele Fuels,TRK-123,22700,3966551.3,3989247.0,08/07/2026 12:36
LD002323,Msa,PMS,Delta Oil Marketers,TRK-512,24800,3649487.4,3674289.8,2026-07-08 08:29
LD002324,mombasa,IK,Baraka Downstream,TRK-115,22100,2701426.0,2723521.6,2026-07-08 21:49
LD002325,Nairobi Depot,PMS,Tsavo Energy Group,TRK-744,29000,3678735.9,3707736.4,08/07/2026 09:05
LD002326,nrb,AGO,Zenith Petroleum,TRK-443,29000,1058136.5,1087138.8,2026-07-08 07:25
LD002327,NAIROBI,AGO,Baraka Downstream,TRK-635,21300,3308686.5,3329986.6,2026-07-08 17:36
LD002328,Nairobi,IK,Pioneer Fuels Kenya,TRK-567,32600,4361601.3,4394203.1,08/07/2026 09:20
LD002329,NAIROBI,PMS,Highland Energy Co,TRK-262,30400,2354999.6,2385405.3,2026-07-08 22:18
LD002330,nrb,AGO,Nyanza Petroleum Co,TRK-655,24800,4694972.5,4719772.0,08/07/2026 06:38
LD002331,KISUMU,AGO,Baraka Downstream,TRK-720,20400,2364191.5,2384591.6,2026-07-08 14:41
LD002332,KISUMU,AGO,Kilele Fuels,TRK-619,28300,2822006.8,2850306.9,2026-07-08 14:22
LD002333,Ksm,AGO,Zenith Petroleum,TRK-340,20500,4516817.4,4537306.7,08/07/2026 19:05
LD002334,Kisumu,PMS,Highland Energy Co,TRK-772,34800,1097564.0,1132363.3,2026-07-08 20:12
LD002335,Kisumu,IK,Summit Downstream Ltd,TRK-728,29300,3195730.1,3225028.3,08/07/2026 19:17
LD002336,Ksm,AGO,Summit Downstream Ltd,TRK-977,30400,3908524.8,3938917.6,08/07/2026 22:31
LD002337,Kisumu,AGO,Baraka Downstream,TRK-690,20000,4747413.7,4767411.3,08/07/2026 09:53
LD002338,Kisumu,IK,Highland Energy Co,TRK-636,24200,1151280.5,1175477.4,08/07/2026 06:50
LD002339,Eld,AGO,Savannah Petroleum,TRK-130,27300,3682162.0,3709457.0,08/07/2026 12:23
LD002340,Eld,AGO,Crescent Oil Ltd,TRK-567,35900,1990468.3,2026360.7,2026-07-08 17:24
LD002341,Eld,PMS,Aberdare Oil Traders,TRK-280,28100,4377609.4,4405707.0,08/07/2026 08:10
LD002342,ELDORET,AGO,Tsavo Energy Group,TRK-502,29800,2924752.6,2954545.2,08/07/2026 13:16
LD002343,Eldoret,PMS,Crescent Oil Ltd,TRK-753,27400,2450038.9,2477447.9,2026-07-08 16:52
LD002344,Eldoret,AGO,Summit Downstream Ltd,TRK-327,30500,1281472.4,1311978.6,2026-07-08 13:50
LD002345,Eldoret,PMS,Lakeview Energy,TRK-435,30100,4812948.7,4843057.6,08/07/2026 10:16
LD002346,Eldoret,AGO,Mara Fuels,TRK-689,28900,4418962.5,4447864.2,08/07/2026 20:11
LD002347,Eld,IK,Nyanza Petroleum Co,TRK-722,34900,1736879.6,1771769.4,08/07/2026 12:55
LD002348,ELDORET,PMS,Highland Energy Co,TRK-478,26500,1502096.7,1528590.7,2026-07-08 21:06
LD002349,Eld,IK,Aberdare Oil Traders,TRK-970,33000,1143065.0,1176075.4,08/07/2026 20:33
LD002350,ELDORET,PMS,Delta Oil Marketers,TRK-394,23300,4623400.8,4646702.6,2026-07-08 15:48
LD002351,Eld,PMS,Crescent Oil Ltd,TRK-791,33400,2884334.9,2917727.6,2026-07-08 14:40
LD002352,Nakuru,IK,Delta Oil Marketers,TRK-268,22100,3720951.0,3743048.6,2026-07-08 08:58
LD002353,Nakuru,AGO,Nyanza Petroleum Co,TRK-138,33500,1913886.3,1947379.9,08/07/2026 15:37
LD002354,NAKURU,PMS,Mara Fuels,TRK-210,33400,3049201.4,3082605.1,08/07/2026 14:05
LD002355,NAKURU,PMS,Tsavo Energy Group,TRK-319,22200,3283966.3,3306174.9,08/07/2026 11:46
LD002356,NAKURU,AGO,Nyanza Petroleum Co,TRK-558,34100,2637556.5,2671651.6,2026-07-08 21:06
LD002357,Nakuru,PMS,Baraka Downstream,TRK-758,24600,1058060.4,1082651.0,08/07/2026 13:54
LD002358,Nku,IK,Zenith Petroleum,TRK-492,26000,1731741.3,1757748.5,2026-07-08 07:02
LD002359,Nakuru,AGO,Highland Energy Co,TRK-850,26900,4937767.8,4964671.7,08/07/2026 21:30
LD002360, Kisii ,PMS,Nyanza Petroleum Co,TRK-639,35000,4568297.4,4603289.4,08/07/2026 16:08
LD002361,KISII,PMS,Mara Fuels,TRK-928,28600,3174382.3,3202976.5,08/07/2026 09:59
LD002362,KISII,PMS,Pioneer Fuels Kenya,TRK-911,30400,1179073.6,1209481.5,08/07/2026 15:55
LD002363,KISII,PMS,Delta Oil Marketers,TRK-622,20900,2828921.7,2849826.6,08/07/2026 10:08
LD002364,KISII,AGO,Pioneer Fuels Kenya,TRK-472,21700,4290591.7,4312292.3,08/07/2026 15:46
LD002365, Kisii ,PMS,Crescent Oil Ltd,TRK-184,23400,2576334.6,2599730.1,08/07/2026 09:19
LD002366,Kisii,IK,Rift Valley Fuels Ltd,TRK-143,22400,3014280.3,3036672.1,08/07/2026 05:08
LD002367,Kisii,PMS,Nyanza Petroleum Co,TRK-342,32800,2766136.0,2798942.0,2026-07-08 12:37
LD002368,KISII,AGO,,TRK-448,31300,2961817.6,2993117.4,2026-07-08 15:04
LD002369,KISII,AGO,Tsavo Energy Group,TRK-390,24100,4539707.0,4563799.9,08/07/2026 18:35
LD002370, Kisii ,AGO,Summit Downstream Ltd,TRK-734,24300,4212532.4,4236834.4,08/07/2026 21:39
LD002371,KISII,PMS,Kilele Fuels,TRK-907,20700,4968368.7,4989070.2,08/07/2026 12:27
LD002372,MOMBASA,AGO,Rift Valley Fuels Ltd,TRK-966,21400,4222701.5,4244099.7,09/07/2026 09:47
LD002373,Mombasa,PMS,Equator Fuels,TRK-277,30700,3929765.8,3960475.0,2026-07-09 07:33
LD002374,Mombasa,PMS,Equator Fuels,TRK-999,29700,4075920.8,4105617.3,09/07/2026 07:08
LD002375,MOMBASA,AGO,Rift Valley Fuels Ltd,TRK-632,27100,2891302.5,2918398.5,09/07/2026 06:24
LD002376,MOMBASA,PMS,Highland Energy Co,TRK-124,27000,4887803.4,4914804.9,09/07/2026 10:13
LD002377,mombasa,PMS,Kilele Fuels,TRK-285,20600,2264018.9,2284624.1,09/07/2026 07:42
LD002378,Msa,AGO,Zenith Petroleum,TRK-372,21700,3514176.1,3535868.9,2026-07-09 13:47
LD002379,Msa,PMS,Baraka Downstream,TRK-623,21500,1379814.6,1401310.1,09/07/2026 06:20
LD002380,MOMBASA,AGO,Horizon Oil Marketers,TRK-662,35600,1149411.7,1185017.6,09/07/2026 22:15
LD002381,MOMBASA,IK,Lakeview Energy,TRK-320,27100,1452543.8,1479653.6,09/07/2026 20:11
LD002382,Mombasa,AGO,Pioneer Fuels Kenya,TRK-290,23400,1580422.3,1603826.5,09/07/2026 11:59
LD002383,Msa,PMS,Pioneer Fuels Kenya,TRK-319,34500,4875265.8,4909759.7,2026-07-09 09:36
LD002384,Nairobi,IK,Mara Fuels,TRK-699,21000,3412055.5,3433062.0,09/07/2026 18:51
LD002385,Nairobi Depot,PMS,Nyanza Petroleum Co,TRK-432,20900,4575096.8,4596007.0,2026-07-09 22:09
LD002386,Nairobi Depot,AGO,Mara Fuels,TRK-415,33300,1601242.5,1634544.3,09/07/2026 22:13
LD002387,nrb,PMS,Delta Oil Marketers,TRK-927,20600,4515524.6,4536120.7,09/07/2026 19:47
LD002388,nrb,PMS,Mara Fuels,TRK-359,27500,3393224.3,3420722.4,2026-07-09 05:36
LD002389,NAIROBI,PMS,Pioneer Fuels Kenya,TRK-291,20500,2099582.6,2120082.2,09/07/2026 19:38
LD002390,nrb,PMS,Nyanza Petroleum Co,TRK-710,34300,4930609.6,4964907.3,09/07/2026 06:21
LD002391,NAIROBI,AGO,Mara Fuels,TRK-671,30200,1646550.8,1676751.0,2026-07-09 11:31
LD002392,Ksm,PMS,Zenith Petroleum,TRK-909,34700,4029876.2,4064580.8,2026-07-09 08:08
LD002393,KISUMU,AGO,Savannah Petroleum,TRK-667,31700,3836722.8,3868419.8,09/07/2026 10:02
LD002394,Kisumu,AGO,Pioneer Fuels Kenya,TRK-800,31000,1878891.0,1909887.9,09/07/2026 21:55
LD002395,Kisumu,AGO,Nyanza Petroleum Co,TRK-503,27000,4128007.3,4155006.1,2026-07-09 16:11
LD002396,Kisumu,PMS,Nyanza Petroleum Co,TRK-760,32700,4354487.2,4387194.5,09/07/2026 13:19
LD002397,Ksm,PMS,Tsavo Energy Group,TRK-992,30500,1913703.4,1944198.8,2026-07-09 07:22
LD002398,Eld,PMS,Pioneer Fuels Kenya,TRK-847,35400,3509586.2,3544980.5,09/07/2026 09:41
LD002399,Eld,AGO,Equator Fuels,TRK-769,24200,2169564.1,2193769.3,2026-07-09 07:19
LD002400,Eldoret,PMS,Rift Valley Fuels Ltd,TRK-581,24900,2381375.9,2406280.4,2026-07-09 11:58
LD002401,ELDORET,AGO,Crescent Oil Ltd,TRK-248,35900,1407810.2,1443707.0,2026-07-09 20:05
LD002402,Eld,AGO,Equator Fuels,TRK-987,33100,1369383.4,1402482.7,09/07/2026 09:07
LD002403,Eld,PMS,Horizon Oil Marketers,TRK-863,30800,1225933.7,1256738.3,2026-07-09 09:03
LD002404,Eldoret,PMS,Horizon Oil Marketers,TRK-285,26400,3088506.0,3114908.3,2026-07-09 17:25
LD002405,Eld,AGO,Baraka Downstream,TRK-777,26400,2201955.0,2228351.8,09/07/2026 06:28
LD002406,Eldoret,IK,Crescent Oil Ltd,TRK-319,31600,1824788.3,1856392.5,09/07/2026 11:59
LD002407,Eld,AGO,Mara Fuels,TRK-113,24000,2345844.7,2369838.9,2026-07-09 18:24
LD002408,ELDORET,AGO,Amani Petroleum,TRK-882,31900,1854269.2,1886180.5,2026-07-09 14:49
LD002409,Eld,PMS,Highland Energy Co,TRK-740,20200,4106229.9,4126422.1,2026-07-09 14:01
LD002410,Eld,IK,Mara Fuels,TRK-253,32700,4497658.2,4530365.3,09/07/2026 05:36
LD002411,ELDORET,PMS,Pioneer Fuels Kenya,TRK-967,33600,4108817.0,4142421.0,09/07/2026 05:53
LD002412,Nku,AGO,Rift Valley Fuels Ltd,TRK-319,35700,2073104.1,2108801.1,09/07/2026 07:51
LD002413,NAKURU,PMS,Rift Valley Fuels Ltd,TRK-334,20700,3820253.1,3840948.5,2026-07-09 20:52
LD002414,NAKURU,PMS,Zenith Petroleum,TRK-652,31300,1124699.6,1155999.0,09/07/2026 11:27
LD002415,Nku,PMS,Rift Valley Fuels Ltd,TRK-176,33900,1554610.1,1588509.4,2026-07-09 09:13
LD002416,Nku,PMS,Savannah Petroleum,TRK-470,35400,3772677.4,3808076.6,2026-07-09 20:59
LD002417,Nku,AGO,Aberdare Oil Traders,TRK-713,32800,2590539.9,2623334.1,2026-07-09 22:31
LD002418,NAKURU,PMS,Uhuru Energy Partners,TRK-122,27700,3207314.9,3235011.3,2026-07-09 07:27
LD002419,Nakuru,PMS,Horizon Oil Marketers,TRK-367,30100,2028474.0,2058563.6,2026-07-09 14:33
LD002420,Nku,PMS,Nyanza Petroleum Co,TRK-117,27200,3282658.3,3309857.1,09/07/2026 14:02
LD002421,NAKURU,IK,Pioneer Fuels Kenya,TRK-755,27000,2659387.4,2686391.9,09/07/2026 17:31
LD002422,Nku,PMS,Lakeview Energy,TRK-704,33300,1999835.9,2033141.5,09/07/2026 14:39
LD002423,NAKURU,PMS,Tsavo Energy Group,TRK-357,29800,3340779.1,3370577.9,2026-07-09 18:53
LD002424, Kisii ,PMS,,TRK-145,25800,4110721.5,4136510.0,2026-07-09 13:29
LD002425, Kisii ,AGO,Savannah Petroleum,TRK-925,31800,4571858.4,4603665.7,09/07/2026 21:07
LD002426,KISII,AGO,Summit Downstream Ltd,TRK-192,26700,4401507.7,4428195.1,2026-07-09 08:28
LD002427, Kisii ,PMS,Rift Valley Fuels Ltd,TRK-931,23700,1958836.3,1982529.8,09/07/2026 06:34
LD002428,KISII,PMS,Rift Valley Fuels Ltd,TRK-210,29000,1537960.4,1566957.3,2026-07-09 09:37
LD002429,Kisii,AGO,Savannah Petroleum,TRK-204,25100,4653778.8,4678886.3,2026-07-09 11:32
LD002430,KISII,AGO,Lakeview Energy,TRK-932,21800,1990258.0,2012055.3,09/07/2026 12:21
LD002431,Kisii,IK,Coastline Energy Ltd,TRK-510,32900,4051971.7,4084874.2,2026-07-09 13:31
LD002432, Kisii ,AGO,Pioneer Fuels Kenya,TRK-457,34600,4849203.0,4883802.4,09/07/2026 05:01
LD002433,Kisii,PMS,Aberdare Oil Traders,TRK-309,26800,1789894.3,1816701.7,2026-07-09 18:38
LD002434,KISII,PMS,Summit Downstream Ltd,TRK-929,22000,4145932.1,4167937.2,09/07/2026 11:38
LD002435,Kisii,AGO,Baraka Downstream,TRK-699,20300,2930913.5,2951219.5,2026-07-09 17:27
LD002436,Msa,AGO,Savannah Petroleum,TRK-372,23900,1686840.0,1710735.8,10/07/2026 20:01
LD002437,Mombasa,PMS,Pioneer Fuels Kenya,TRK-169,28500,2159949.6,2188445.2,2026-07-10 14:21
LD002438,Mombasa,PMS,Kilele Fuels,TRK-358,30500,2133186.1,2163687.6,2026-07-10 20:42
LD002439,Mombasa,AGO,Nyanza Petroleum Co,TRK-665,20000,1507744.2,1527747.9,10/07/2026 13:37
LD002440,Mombasa,AGO,Lakeview Energy,TRK-276,29700,4883618.8,4913315.3,10/07/2026 15:15
LD002441,Msa,AGO,Pioneer Fuels Kenya,TRK-950,26000,3725842.5,3751841.7,10/07/2026 21:02
LD002442,Msa,AGO,Nyanza Petroleum Co,TRK-303,35400,3155923.5,3191320.3,10/07/2026 21:31
LD002443,Mombasa,AGO,Crescent Oil Ltd,TRK-399,24600,1481083.9,1505688.7,10/07/2026 18:24
LD002444,Msa,IK,Equator Fuels,TRK-150,26000,4803765.4,4829772.2,10/07/2026 08:09
LD002445,MOMBASA,AGO,Tsavo Energy Group,TRK-547,20400,2214895.4,2235294.2,2026-07-10 12:14
LD002446,Mombasa,AGO,Pioneer Fuels Kenya,TRK-696,24000,3136881.6,3160884.3,10/07/2026 21:42
LD002447,MOMBASA,AGO,Aberdare Oil Traders,TRK-541,33200,1412587.0,1445789.9,2026-07-10 07:45
LD002448,MOMBASA,PMS,Kilele Fuels,TRK-653,26200,2609178.7,2635374.4,2026-07-10 06:32
LD002449,Mombasa,PMS,Tsavo Energy Group,TRK-775,32500,4851139.2,4883638.1,10/07/2026 06:53
LD002450,nrb,PMS,Lakeview Energy,TRK-800,35000,1365006.6,1400001.5,2026-07-10 22:51
LD002451,Nairobi Depot,AGO,Rift Valley Fuels Ltd,TRK-650,20300,4222819.2,4243126.9,2026-07-10 07:28
LD002452,NAIROBI,AGO,Summit Downstream Ltd,TRK-411,23200,1961249.2,1984455.3,2026-07-10 07:34
LD002453,NAIROBI,AGO,Zenith Petroleum,TRK-855,30500,4638907.4,4669405.4,10/07/2026 19:56
LD002454,Nairobi,IK,Rift Valley Fuels Ltd,TRK-163,20000,1895272.3,1915275.9,10/07/2026 16:28
LD002455,NAIROBI,AGO,Mara Fuels,TRK-195,25400,4963944.7,4989337.5,2026-07-10 18:30
LD002456,Nairobi,PMS,Crescent Oil Ltd,TRK-882,25400,2321230.8,2346631.4,2026-07-10 07:19
LD002457,nrb,AGO,Pioneer Fuels Kenya,TRK-269,20300,1540732.2,1561028.7,2026-07-10 20:43
LD002458,Nairobi Depot,AGO,Delta Oil Marketers,TRK-151,23700,2402949.2,2426651.0,2026-07-10 17:37
LD002459,Nairobi,AGO,Horizon Oil Marketers,TRK-909,32100,3329603.9,3361707.1,10/07/2026 12:45
LD002460,NAIROBI,PMS,Delta Oil Marketers,TRK-757,30900,1011368.6,1042277.6,2026-07-10 18:02
LD002461,Nairobi Depot,AGO,Nyanza Petroleum Co,TRK-486,34900,1443680.9,1478587.9,2026-07-10 22:35
LD002462,Nairobi,AGO,Summit Downstream Ltd,TRK-755,27000,4787370.2,4814367.8,10/07/2026 19:37
LD002463,NAIROBI,AGO,Crescent Oil Ltd,TRK-659,27500,4499757.6,4527253.7,10/07/2026 14:53
LD002464,Kisumu,IK,Aberdare Oil Traders,TRK-419,29000,2253470.8,2282477.7,2026-07-10 18:01
LD002465,Kisumu,PMS,Mara Fuels,TRK-245,24700,3933607.4,3958306.2,10/07/2026 09:35
LD002466,Kisumu,AGO,Uhuru Energy Partners,TRK-659,21600,4591183.2,4612784.7,2026-07-10 12:52
LD002467,Ksm,AGO,Highland Energy Co,TRK-813,25600,3205269.6,3230865.2,2026-07-10 12:17
LD002468,Ksm,AGO,Aberdare Oil Traders,TRK-254,29400,3100563.4,3129961.7,10/07/2026 18:08
LD002469,Kisumu,AGO,Rift Valley Fuels Ltd,TRK-164,23200,2807476.2,2830678.2,10/07/2026 07:27
